folder,video_file,video_path,caption
Fabric 0032,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabric 0032/btf_sequence.mp4,"The video clip features a white, crumpled piece of paper. The paper appears to be made of a smooth, glossy material, and it is slightly wrinkled and creased, giving it a somewhat textured appearance. The background is plain and unobtrusive, allowing the viewer's attention to remain focused on the paper itself. The overall mood of the clip is neutral, with no additional elements or actions taking place."
452 Stacked Rectangular Stones,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/452 Stacked Rectangular Stones/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a floor, covered in a pattern of small, square tiles. The tiles are arranged in a grid-like formation, creating a repetitive and geometric design. The color of the tiles is a muted, neutral tone, possibly a shade of gray or beige, which gives the surface a subtle and understated appearance. The texture of the tiles is quite detailed, with visible variations in the surface, including small indentations and raised areas. These variations add depth and interest to the overall look of the surface."
Brushed Metal Tiles 04,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Brushed Metal Tiles 04/btf_sequence.mp4,"The video clip features a white, grid-like surface that appears to be made up of small, square tiles. The tiles are arranged in a uniform pattern, creating a clean and structured appearance. The surface is slightly curved, giving it a three-dimensional effect. The overall scene is minimalistic, with no additional objects or elements present. The video focuses solely on the surface, allowing the viewer to appreciate the simplicity and precision of the design."
699 Metal Painted Barrel,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/699 Metal Painted Barrel/btf_sequence.mp4,"The video clip depicts a close-up view of a metallic surface, likely a piece of machinery or equipment. There are several noticeable features on the surface: 1. **Black Spots**: There are several black spots scattered across the surface. These spots vary in size and are distributed randomly. Some of the spots are larger and more prominent, while others are smaller and less noticeable. 2. **Black Lines**: There are two prominent black lines running diagonally across the surface. These lines are straight and appear to be part of the machinery's design or structure"
Fabric 110,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabric 110/btf_sequence.mp4,"The video clip features a close-up view of a textured fabric surface. The fabric appears to be woven, with a grid-like pattern consisting of interlaced threads. The threads are primarily in shades of beige and brown, creating a subtle, earthy color palette. The weave is tight and consistent, suggesting a durable and sturdy material. The texture of the fabric is slightly rough, with the threads standing out slightly, giving it a tactile quality. The overall appearance of the fabric suggests it could be used for various purposes, such as clothing"
374 Wood Base Material,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/374 Wood Base Material/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface with a distinctive pattern. The surface is smooth, with a slight sheen that suggests it has been polished or varnished. The camera angle is slightly tilted, providing a diagonal perspective of the wood grain and knots. The overall scene conveys a sense of warmth and natural beauty, typical of wooden materials often used in furniture or flooring."
Square Tiles 04,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Square Tiles 04/btf_sequence.mp4,"The video clip features a close-up view of a tiled surface. The tiles are arranged in a grid pattern, with each tile appearing to be square in shape. The tiles are uniformly spaced, creating a consistent and orderly pattern across the surface. The overall appearance of the surface is clean and well-maintained, suggesting that it is likely part of a bathroom or kitchen. The video does not show any movement or action, focusing"
Tiles 0002,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Tiles 0002/btf_sequence.mp4,"The video clip features a close-up view of a white surface with a grid pattern. The grid consists of evenly spaced horizontal and vertical lines, creating a series of small squares. The lines are thin and appear to be made of a material that is slightly reflective, giving them a subtle sheen. The surface is smooth and uniform, with no visible texture or imperfections. The camera remains stationary throughout the clip, providing a stable and focused view of the grid pattern. The overall scene is simple and minimalistic, with the grid being the primary"
404 Swamp Creature,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/404 Swamp Creature/btf_sequence.mp4,"The video clip depicts a large group of small fish swimming in a body of water. The water appears to be murky and brown, suggesting it might be a river or a shallow lake. The fish are densely packed, creating a pattern of dark shapes that cover the entire visible area of the water. The fish are moving in various directions, creating a dynamic and lively scene. The water surface is slightly rippled, indicating some movement or disturbance. There are also a few patches of green algae or vegetation visible in the water, adding to the natural environment. The overall scene conveys a sense of abundance and the natural behavior of fish in their habitat"
Granite 007 B,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Granite 007 B/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a piece of fabric or a textile material. The texture is rough and uneven, with visible fibers and threads that create a sense of depth and complexity. The overall appearance suggests a natural or rustic material, possibly used for clothing, upholstery, or decorative purposes. The camera remains stationary throughout the clip, providing a consistent view of the textured surface."
Wicker 5,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Wicker 5/btf_sequence.mp4,"The video clip features a close-up view of a woven texture, likely a fabric or a piece of art. The pattern consists of interwoven lines that create a grid-like structure. The lines are of varying thicknesses and are arranged in a symmetrical manner, forming a series of interconnected shapes. The overall effect is intricate and detailed, with the interlacing lines creating a sense of depth and texture. The video"
1021 Metal Steel Brushed,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1021 Metal Steel Brushed/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric, with a rough and uneven texture. The surface is predominantly gray, with various shades and patterns that give it a gritty appearance. The texture appears to be made up of small, irregular bumps and ridges, creating a tactile and visually interesting effect. These flashes create a stark contrast against the gray background, highlighting the texture and adding a sense of movement and energy to the scene."
Paving Stones 042,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 042/btf_sequence.mp4,"The video clip showcases a close-up view of a cobblestone pavement. The cobblestones are rectangular and vary slightly in size and shape, creating a textured and uneven surface. The stones are arranged in a grid-like pattern, with each row of stones running parallel to the others. The gaps between the stones are filled with a light-colored material, possibly cement or mortar, which helps to bind the stones together. The"
2165 Copper Plates,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/2165 Copper Plates/btf_sequence.mp4,"The video clip features a close-up view of a metallic surface, likely a wall or a floor, composed of rectangular tiles arranged in a grid pattern. The tiles are uniformly aligned, creating a repetitive and structured appearance. The overall scene is static, with no visible movement or action taking place. The focus remains on the metallic tiles, highlighting their geometric precision and the"
1336 Stone Tiles Master,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1336 Stone Tiles Master/btf_sequence.mp4,"The video clip depicts a close-up view of a shallow body of water, likely a pond or a small lake. The water is clear and reflects the surrounding environment, including the sky and some greenery. Floating on the surface are numerous long, slender sticks or reeds, which appear to be partially submerged. These sticks are scattered throughout the water, creating a somewhat chaotic pattern. Interspersed among the sticks are patches of green algae or aquatic plants, adding a touch of color to the otherwise neutral tones of the scene. The water's surface is slightly rippled, suggesting a gentle breeze or movement. The overall atmosphere of the clip"
Paving Stones 097,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 097/btf_sequence.mp4,"The video clip showcases a close-up view of a brick pavement. The bricks are arranged in a herringbone pattern, creating a visually appealing and symmetrical design. The bricks are primarily a reddish-brown color, with some variations in shade, adding depth and texture to the surface. The pavement appears to be clean and well-maintained, with no visible cracks or debris. The overall scene gives a sense of durability and functionality, typical of brick pavements used in urban settings."
2092 Square Wall,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/2092 Square Wall/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a piece of fabric, covered in a dense pattern of small, greenish-brown leaves or plant-like structures. The leaves are irregularly shaped and vary in size, creating a somewhat chaotic yet harmonious pattern across the surface. The overall color palette is dominated by shades of green and brown, giving the impression of a natural, organic texture. The surface appears to be slightly uneven, with some areas being more densely packed with leaves than others."
Paving Stones 006,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 006/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a wall made of rectangular bricks. The bricks are uniformly arranged in a grid pattern, creating a sense of order and symmetry. The surface is predominantly white, with subtle variations in tone and texture that add depth and dimension to the overall appearance. The bricks are evenly spaced, and the joints between them are clearly visible, contributing to the structured and clean look of the wall. The camera remains stationary throughout the clip, providing a consistent and detailed view of the"
262 Grass Paver,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/262 Grass Paver/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface covered in green moss or algae. The surface appears to be rough and uneven, with various patches of green growth scattered across it. The moss or algae is dense in some areas, creating a dense, almost carpet-like appearance, while in other areas, it is sparse and more scattered. The overall color palette is dominated by shades of green, with occasional brownish spots that could be indicative of dirt or decay. The texture of the surface is rough and uneven, with some areas appearing more worn or eroded than others."
Fabric 137,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabric 137/btf_sequence.mp4,"The video clip features a vibrant and colorful floral pattern that is displayed on a fabric or wallpaper. The background is a deep blue, providing a striking contrast to the various shades of pink, orange, and green flowers and leaves that are scattered throughout the pattern. The flowers are depicted in a variety of sizes and shapes, with some appearing larger and more prominent, while others are smaller and more delicate. The leaves are also varied in size and shape, adding to the overall complexity and richness of the design. The pattern is repeated across the entire frame, creating a seamless and continuous visual effect. The colors are bright and vivid, with the pink and"
1713 Stone Tiles 001,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1713 Stone Tiles 001/btf_sequence.mp4,"The video clip depicts a close-up view of a textured, dark-colored surface that appears to be a stone or concrete wall. The surface is composed of large, irregularly shaped stones or blocks, arranged in a grid-like pattern. The stones vary in size and shape, creating a rough and uneven texture. Some of the stones have visible cracks and crevices, adding to the rugged appearance. The overall color palette is dominated by shades of gray and black, giving the surface a dark and somewhat ominous look. The video focuses"
Paper 0020,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paper 0020/btf_sequence.mp4,"The video clip features a white puzzle with a gradient effect, transitioning from a lighter shade at the top to a darker shade at the bottom. The puzzle pieces are scattered across the screen, with some pieces overlapping and others placed individually. The background is a solid white color, providing a clean and minimalistic backdrop that highlights the puzzle pieces. The overall scene is static, with no movement or animation, allowing the viewer to focus on the arrangement and distribution of the puzzle pieces."
Stylized 14 Desert Tiles,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Stylized 14 Desert Tiles/btf_sequence.mp4,"The video clip showcases a close-up view of a textured surface, likely a wall or a floor, covered with a pattern of geometric shapes. The primary shapes are octagons and hexagons, arranged in a somewhat random yet harmonious manner. The octagons are interspersed with hexagons, creating a visually interesting and balanced composition. The surface appears to be made of a material that has a rough texture, possibly concrete or a similar substance. The colors are muted, with shades of beige and gray dominating the scene. The"
20 Bamboo 0,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/20 Bamboo 0/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface, likely a table or floor, with a smooth and polished finish. The wood appears to be light-colored, possibly a type of oak or maple, with a consistent grain pattern running horizontally across the frame. The camera remains stationary throughout the clip, providing a stable and detailed view of the wooden surface. The overall scene is simple and minimalistic, focusing solely on the texture and material of the wood."
Plastic 001,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Plastic 001/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a piece of fabric. The surface is predominantly dark blue or black, with a rough, uneven texture that appears to be made up of small, raised bumps and ridges. The texture is somewhat irregular, with some areas appearing smoother than others. The video does not show any movement"
Painted Wood 008 C,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Painted Wood 008 C/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface. The wood appears to be light-colored with a natural grain pattern. The surface shows signs of wear and tear, with visible scratches and minor imperfections. The camera remains stationary throughout the clip, providing a consistent view of the wooden surface. The overall scene is simple and focused on the texture and details of the wood."
286 Concrete 006,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/286 Concrete 006/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of stone. The surface is predominantly gray and white, with variations in tone and texture. The texture appears rough and uneven, with visible cracks and crevices. The overall appearance suggests an aged or weathered material, possibly concrete or plaster. The video maintains a steady focus on the surface, allowing the viewer to observe the intricate details of the texture."
Bark 006,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Bark 006/btf_sequence.mp4,"The video clip showcases a close-up view of a rough, textured surface that appears to be a wall or a piece of stone. The surface is predominantly gray with a mottled pattern, featuring various shades of gray and occasional patches of a reddish-brown color. The texture is uneven and bumpy, with small indentations and protrusions scattered across the surface. The overall appearance suggests a natural or aged stone, possibly used in construction or as a decorative element. The video does not show any movement or additional objects, focusing solely on the detailed"
Fabric 63 4,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabric 63 4/btf_sequence.mp4,"The video clip features a close-up view of a textured surface adorned with a floral pattern. The background is a vibrant yellow, providing a striking contrast to the intricate design. The pattern consists of delicate, stylized flowers and leaves, rendered in a soft, pastel color palette. The flowers are primarily in shades of pink and purple, with some leaves in a lighter green. The design is symmetrical and repetitive, creating a sense of harmony and balance. The texture of the surface appears to be slightly raised, giving the pattern a three-dimensional effect. The overall aesthetic is elegant and refined, evoking a sense of classic beauty."
Paving Stones 033 X Grass 004,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 033 X Grass 004/btf_sequence.mp4,"The video clip depicts a close-up view of a cobblestone pathway. The cobblestones are irregularly shaped and vary in size, creating a textured surface. The stones are predominantly gray, with some showing signs of wear and age. Interspersed between the cobblestones are patches of green grass, adding a touch of nature to the otherwise hard surface. The grass appears to be well-maintained, with a uniform green color. The pathway is well-lit, suggesting that the scene is taking place during the day. The shadows cast by the sunlight highlight the texture of the cobblestones and the grass, creating a"
Metal 0040,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Metal 0040/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric, with a series of diagonal lines cast upon it. The lines are created by the shadows of what appears to be a grid or a series of parallel bars, possibly from a window or a screen. The texture of the surface is visible, adding depth and contrast to the scene. The"
669 Metal Dumpster,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/669 Metal Dumpster/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface. The surface appears to be metallic, with a reflective, glossy finish. The texture is irregular, featuring raised, wavy patterns that create a sense of depth and movement. The color of the surface is a mix of silver and gold tones, with the gold elements appearing as small, scattered flecks or specks."
Granite 04 Large,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Granite 04 Large/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a countertop or a similar flat surface. The surface is covered in a pattern of small, irregularly shaped particles that are predominantly white or light-colored. These particles are scattered across the surface in a seemingly random distribution, creating a speckled appearance. The texture appears to be somewhat rough and uneven, with variations in the size and shape of the particles."
Large Floor Tiles 02,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Large Floor Tiles 02/btf_sequence.mp4,"The video clip depicts a close-up view of a tiled floor. The tiles are square and arranged in a grid pattern. The tiles appear to be made of a stone or concrete material, characterized by their grayish color and rough texture. There are visible signs of wear and tear, such as scratches and minor stains, indicating that the surface has been used frequently. The overall scene suggests a utilitarian space, possibly a public area like a hallway or a commercial building."
820 Pyramids Wall - V02,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/820 Pyramids Wall - V02/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a floor, with a repetitive pattern of square and diamond shapes. The surface appears to be made of a material that has a rough, uneven texture, possibly concrete or plaster. The colors in the video are muted, with shades of gray and white dominating the scene. The surface is covered in various stains and marks, including greenish-brown discolorations and patches of dirt or grime. These marks are scattered across the surface, creating a sense of wear and age."
239 Stucco,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/239 Stucco/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a piece of paper or a similar material. The surface is characterized by a series of intricate, organic patterns that resemble the branching and intertwining structures found in nature, such as veins or roots. The patterns are primarily in shades of gray, with some areas appearing darker and others lighter, creating a sense of depth and dimension. The surface is slightly crumpled, with visible creases and folds that add to the overall texture. The overall effect is one of complexity and natural beauty"
Large Sandstone Blocks,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Large Sandstone Blocks/btf_sequence.mp4,"The video clip depicts a close-up view of a textured, grayish wall made of rectangular stone or concrete blocks. The blocks are arranged in a grid pattern, creating a repetitive and structured appearance. The surface of the wall shows signs of wear and aging, with some areas appearing darker and more worn than others. There are visible cracks and crevices between the blocks, adding to the overall rugged texture of the wall. The overall atmosphere of the clip is one of durability and timelessness, as the wall appears to be part of a larger structure, possibly"
Ceramic 48,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Ceramic 48/btf_sequence.mp4,"The video clip features a sequence of geometric shapes against a gradient background. The central focus of the clip is a white star-shaped figure that appears to be in motion, spinning around its axis. This star is composed of multiple points and lines, creating a symmetrical and intricate pattern. As the star rotates, it casts a shadow on the background, which is also a star shape but slightly smaller and positioned in the same direction as the central star. This shadow effect adds depth and dimension to the visual, enhancing the perception of movement and rotation. The"
Paper 0023,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paper 0023/btf_sequence.mp4,"The video clip appears to be a close-up shot of a smooth, reflective surface, likely a polished metal or glass object. The background is out of focus, ensuring that the viewer's attention remains on the reflective surface."
Wicker 012 B,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Wicker 012 B/btf_sequence.mp4,"The video clip features a close-up view of a woven texture, likely a fabric or a piece of furniture. The pattern consists of interwoven strands in a grid-like arrangement, creating a repetitive and geometric design. The colors of the strands appear to be a mix of neutral tones, possibly shades of brown or beige, giving the texture a natural and earthy appearance. The weave is tight and consistent, suggesting a durable and well-crafted material. The texture is smooth and even, with no visible imperfections or variations in the pattern. The overall impression is one of simplicity and functionality, often associated with outdoor furniture or home decor items."
Ivory 001 A,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Ivory 001 A/btf_sequence.mp4,
Gravel 036 L X Grass 001,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Gravel 036 L X Grass 001/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. Scattered across the surface are small, irregularly shaped specks in various shades of green and brown. These specks are distributed unevenly, creating a speckled pattern that adds visual interest to the otherwise plain background. The texture appears to be rough and uneven, with some areas appearing more raised than others. The overall effect"
910 Metal Portcullis Gate Damaged,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/910 Metal Portcullis Gate Damaged/btf_sequence.mp4,"The video clip features a close-up view of a metallic grid structure. The grid is composed of numerous parallel and perpendicular metal bars, creating a series of small, square openings. The bars are evenly spaced and appear to be made of a shiny, reflective material, likely steel or aluminum. The grid is set against a dark background, which contrasts sharply with the metallic bars, making them stand out prominently. The overall composition of the clip suggests a focus on the structural integrity and precision of the grid, possibly hinting at its use in"
454 Stacked Rectangular Stones,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/454 Stacked Rectangular Stones/btf_sequence.mp4,"The video clip showcases a close-up view of a textured surface, likely a wall or a floor, composed of square tiles. The tiles are arranged in a grid pattern, with each tile having a distinct, rough texture that appears to be made of stone or a similar material. The texture of the tiles is quite detailed, with visible variations in the surface, including ridges, grooves, and indentations that add depth and character to the overall look."
Wood Parquet 89,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Wood Parquet 89/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface. The wood appears to be light-colored with a smooth texture. The surface is composed of multiple thin, parallel strips of wood, arranged in a horizontal pattern. The strips are evenly spaced and have a consistent width. The wood has a natural grain pattern, with subtle variations in color and texture. The overall scene is static, with no movement or action taking place. The focus remains on the detailed texture and pattern of the wooden surface."
1552 Furniture Plastic Melamine,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1552 Furniture Plastic Melamine/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a fabric or a piece of paper. The background is a consistent, muted pink color with a subtle, diagonal crosshatch pattern that gives it a woven appearance. The texture appears to be slightly rough and uneven, with variations in the density of the lines. These lights are white and create a stark contrast against the pink background. The lights are positioned at the top left, top right, and bottom right corners of the frame, casting a soft glow and creating a slight lens"
801 Pyramids Wall - V02,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/801 Pyramids Wall - V02/btf_sequence.mp4,"The video clip features a close-up view of a metallic structure with a circular pattern at its center. The structure appears to be made of a reflective, polished metal, possibly stainless steel or aluminum. The circular pattern consists of a series of concentric circles and lines, creating a symmetrical and geometric design. The background is a mix of green and yellow hues, with some areas appearing to be a textured surface, possibly a wall or a floor. The overall scene has a modern and industrial feel, with the metallic structure being the focal point."
Tiles 092,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Tiles 092/btf_sequence.mp4,"The video clip depicts a close-up view of a stone pathway. The pathway is composed of irregularly shaped, dark gray stones that are arranged in a seemingly random pattern. The stones are set in a way that creates a grid-like structure, with gaps between them filled with a lighter gray material, possibly sand or small stones. The gaps between the stones are interspersed with patches of green grass, adding a touch of nature to the otherwise hard surface. The overall texture of the pathway appears rough and uneven, with the stones showing signs of wear and age."
Tiling 21,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Tiling 21/btf_sequence.mp4,"The video clip features a close-up view of a tiled floor, likely in a bathroom or kitchen, given the common use of such flooring in these areas. The tiles are square and appear to be made of ceramic or porcelain, with a smooth, glossy finish. The tiles are arranged in a grid pattern, with visible grout lines between them. The grout lines are thin and consistent, indicating a professional installation."
Terrazzo 001,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Terrazzo 001/btf_sequence.mp4,"The video clip features a close-up view of a textured surface. The surface appears to be a type of floor or wall material, characterized by a speckled pattern. The speckles are small, irregularly shaped, and seem to be made of a different material, possibly stone or a similar substance. The background is predominantly white, with the speckles providing a contrasting pattern. The overall scene is static, with no movement or action taking place. The focus is solely on the texture and pattern of the surface."
Fabrics 0040,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabrics 0040/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of furniture or a decorative panel. The surface is covered in a pattern of diamond-shaped tufted sections, each section containing a small, round button or stud. The material appears to be a type of fabric or leather, with a rich, golden-brown color that gives it a luxurious and elegant appearance. The overall impression"
1408 Stylized Wood Planks V2,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1408 Stylized Wood Planks V2/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a wall or a panel made of rectangular tiles. The tiles are arranged in a grid pattern, with each tile having a distinct, raised, and embossed design that gives the surface a three-dimensional appearance."
Marble 0004,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Marble 0004/btf_sequence.mp4,"The video clip features a close-up view of a patterned surface, likely a wall or a floor, with a consistent and repetitive design. The surface is divided into a grid of squares, each containing the same speckled pattern. The grid lines are faint and barely noticeable, blending seamlessly with the overall design. The camera remains stationary throughout the clip, providing a clear and detailed"
Hungarian Parquet 23,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Hungarian Parquet 23/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface with a distinctive geometric pattern. The pattern consists of a series of parallel lines arranged in a chevron or herringbone design. The lines are evenly spaced and create a sense of symmetry and order. The perspective of the camera is slightly angled, providing a three-dimensional view of the pattern, which adds depth and dimension to the image. The overall scene is static, with no movement or action taking place. The focus is solely on the intricate details"
Christmas Tree Ornament 012,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Christmas Tree Ornament 012/btf_sequence.mp4,"The video clip features a dynamic and visually striking scene. The background is a deep, dark blue color, creating a sense of depth and mystery. A horizontal line runs across the center of the frame, dividing the image into two distinct sections. This line is white and appears to be a stylized representation of a blade or a similar object, adding a sense of tension and anticipation to the scene. Within the central section of the frame, there are several black, jagged shapes that resemble stylized lightning bolts or abstract patterns. These shapes are arranged in a somewhat chaotic manner, contributing to the overall sense of energy and movement. The jagged"
Granite 001 A,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Granite 001 A/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a stone or ceramic material. The surface is predominantly light-colored, with a speckled pattern consisting of various shades of beige, brown, and gray. The texture appears rough and uneven, with small, irregularly shaped particles scattered throughout. The reflection creates a sense of depth and dimension, emphasizing the roughness of the material. The overall scene is static, with no movement or action taking place. The focus remains on the detailed texture and color of"
PaintedPlaster001 020,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/PaintedPlaster001 020/btf_sequence.mp4,"The video clip features a close-up view of a textured surface with a blue background. The surface appears to be a piece of fabric or a similar material, characterized by a series of irregular, rounded shapes scattered across it. The overall appearance gives the impression of a soft, plush texture, with the shapes resembling small, fluffy clouds or soft, rounded bumps. The background is a solid blue color, providing a contrasting backdrop that highlights the texture and shapes on the surface."
Paving Stones 129,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 129/btf_sequence.mp4,"The video clip features a close-up view of a brick wall. The bricks are arranged in a traditional pattern, with each brick overlapping slightly with the one below it. The wall is composed of various shades of red, brown, and gray bricks, creating a textured and visually interesting surface. The bricks appear to be made of a durable material, likely concrete or a similar substance, and are held together by a light-colored mortar. The wall shows signs of wear and age, with some bricks showing signs of chipping or discoloration. The overall appearance of the wall suggests it is part of a building or structure that has been in use for"
Diamond Plate 005 A,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Diamond Plate 005 A/btf_sequence.mp4,"The video clip features a close-up view of a blue metallic surface with a diamond plate pattern. The pattern consists of a series of diamond-shaped indentations arranged in a grid-like fashion, creating a textured appearance. The overall scene is static, with no movement or action taking place. The focus is solely on the detailed texture and reflective properties of the metallic surface."
